PWS ID (Links to Records),Name,Reports/Notices,County,Status,Federal Type Full Name,State Source Type Full Name,Regulated As Water Hauler?,Population,Service Connections,Enforcement
CO0208430,HOMESTEAD CAFE,Reports,CHAFFEE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0145360,HOMESTEAD IMPROVEMENT ASSOCIATION INC,Reports,OTERO,A,Community,Purchased Groundwater,No,87,37,No Recent Activity
CO0135352,HOMESTEAD MOBILE HOME PARK,Reports,LARIMER,P,Non-Public,null,No,89,34,No Recent Activity
CO0225353,HOMESTEAD MOTEL,Reports,GRAND,A,"Transient, Non-Community",Groundwater,No,33,1,No Recent Activity
CO0119352,HOMESTEAD PARK,Reports,EAGLE,I,Community,Purchased Groundwater UDI Surface Water,No,30,16,No Recent Activity
CO0122349,HOMESTEAD TRAILER COURT,Reports,FREMONT,P,Non-Public,null,No,13,6,No Recent Activity
CO0134809,HOMESTEAD TRAILS,Reports,LA PLATA,A,Community,Groundwater,No,258,89,No Recent Activity
CO0130050,HOMESTEAD WC,Reports,JEFFERSON,A,Community,Surface Water,No,958,336,Open Order
CO0235352,HONDIUS WUA,Reports,LARIMER,A,"Transient, Non-Community",Purchased Surface Water,No,100,68,No Recent Activity
CO0107352,HOOVER HILLS WSD,Reports,BOULDER,A,Community,Purchased Surface Water,No,662,256,No Recent Activity
CO0101175,HOPE DITCH CO,Reports,ADAMS,A,Community,Groundwater,No,63,23,No Recent Activity
CO0111525,HORCA SUBD RED BEAR INN,Reports,CONEJOS,A,"Non-Transient, Non-Community",Groundwater,No,307,145,Open Order
CO0115353,HORIZONS CARE CENTER,Reports,DELTA,P,Non-Public,null,No,47,19,No Recent Activity
CO0214327,HORN CREEK BOYS RANCH,Reports,CUSTER,I,Non-Public,Groundwater,No,0,6,No Recent Activity
CO0214325,HORN CREEK GIRLS RANCH,Reports,CUSTER,I,Non-Public,Groundwater,No,0,13,No Recent Activity
CO0214300,HORN CREEK LODGE,Reports,CUSTER,I,Non-Public,Groundwater,No,0,7,No Recent Activity
CO0214500,HORN CREEK MTN MEADOWS,Reports,CUSTER,I,Non-Public,Groundwater,No,0,18,No Recent Activity
CO0214326,HORN CREEK RECREATION CENTER,Reports,CUSTER,I,Non-Public,Groundwater,No,0,2,No Recent Activity
CO0319352,HORNSILVER CG,Reports,EAGLE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0218010,HORSE CREEK SALOON AND CG,Reports,DOUGLAS,I,Non-Public,Groundwater,No,0,2,No Recent Activity
CO0135353,HORSESHOE ACRES,Reports,LARIMER,P,Non-Public,null,No,50,20,No Recent Activity
CO0235353,HORSESHOE CAFE,Reports,LARIMER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0323001,HORSESHOE CAMPGROUND,Reports,GARFIELD,A,Non-Public,Groundwater,No,10,1,No Recent Activity
CO0325352,HORSESHOE CAMPGROUND,Reports,GRAND,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0347325,HORSESHOE CG,Reports,PARK,A,"Transient, Non-Community",Groundwater,No,114,1,No Recent Activity
CO0235354,HORSETOOTH INN,Reports,LARIMER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0251430,HOST RESTAURANT,Reports,PUEBLO,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0225352,HOT SULPHUR SPRINGS RESORT,Reports,GRAND,I,Non-Public,Groundwater UDI Surface Water,No,0,20,No Recent Activity
CO0125352,HOT SULPHUR SPRINGS TOWN OF,Reports,GRAND,A,Community,Surface Water,No,687,342,No Recent Activity
CO0215352,HOTCHKISS NATIONAL FISH HATCHERY,Reports,DELTA,A,Non-Public,Groundwater,No,24,4,No Recent Activity
CO0115351,HOTCHKISS RV & MHP,Reports,DELTA,P,Non-Public,null,No,24,9,No Recent Activity
CO0115352,HOTCHKISS TOWN OF,Reports,DELTA,A,Community,Surface Water,No,2050,798,No Recent Activity
CO0342333,HOUSE CREEK CG,Reports,MONTEZUMA,A,"Transient, Non-Community",Groundwater,No,80,1,No Recent Activity
CO0222303,HOWARD GENERAL,Reports,FREMONT,I,"Transient, Non-Community",Groundwater,No,27,1,No Recent Activity
CO0229185,HOWLIN COYOTE COOKHOUSE REST,Reports,JACKSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0229221,HOWLING COYOTE TAVERN,Reports,JACKSON,A,"Transient, Non-Community",Groundwater,No,56,1,No Recent Activity
CO0234520,HTR DURANGO CAMPGROUND,Reports,LA PLATA,A,"Transient, Non-Community",Groundwater,No,200,58,No Recent Activity
CO0128400,HUAJATOLLA VALLEY ESTATES INC,Reports,HUERFANO,A,Community,Groundwater UDI Surface Water,No,132,53,No Recent Activity
CO0162358,HUDSON ESTATES,Reports,WELD,P,Non-Public,null,No,84,32,No Recent Activity
CO0162360,HUDSON LABOR CAMP,Reports,WELD,I,Non-Public,Groundwater,No,0,3,No Recent Activity
CO0162359,HUDSON TOWN OF,Reports,WELD,A,Community,Groundwater,No,3350,598,No Recent Activity
CO0151230,HUERFANO WD,Reports,PUEBLO,I,Non-Public,Purchased Surface Water,No,0,23,No Recent Activity
CO0137010,HUGO TOWN OF,Reports,LINCOLN,A,Community,Groundwater,No,885,484,No Recent Activity
CO0247044,HUNGRY MOOSE CABOOSE,Reports,PARK,I,Non-Public,null,No,0,1,No Recent Activity
CO0145390,HUNNICUTT WS,Reports,OTERO,I,Non-Public,Groundwater,No,0,17,No Recent Activity
CO0208359,HUTCHINSON HOMESTEAD,Reports,CHAFFEE,A,"Transient, Non-Community",Groundwater,No,48,1,No Recent Activity
CO0258622,HYTEK VM COLORADO COUNTRY CLUB,Reports,SEDGWICK,A,Non-Public,Purchased Groundwater,No,10,1,No Recent Activity
CO0238622,HYTEK VM HIGH PLAINS COOP ASSN,Reports,LOGAN,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0258620,HYTEK VM JULESBERG FAMILY MRKT,Reports,SEDGWICK,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0238363,HYTEK VM MAIN OFFICE,Reports,LOGAN,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0238623,HYTEK VM SMART PARTS STORE,Reports,LOGAN,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0238009,HYTEK VM SMART PARTS STORE,Reports,LOGAN,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0262366,I 76 MOTEL AND CAFE,Reports,WELD,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0251830,I-25 SPEEDWAY,Reports,PUEBLO,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0262367,I76 MOTEL APARTMENTS,Reports,WELD,I,Non-Public,null,No,0,null,No Recent Activity
CO0125369,ICE BOX ESTATES,Reports,GRAND,I,Non-Public,Groundwater,No,4,1,No Recent Activity
CO0110020,IDAHO SPRINGS CITY OF,Reports,CLEAR CREEK,A,Community,Surface Water,No,10432,951,No Recent Activity
CO0263207,IDALIA GAS AND OIL DJ S ONE STOP,Reports,YUMA,I,Non-Public,Groundwater,No,0,2,No Recent Activity
CO0263003,IDALIA SCHOOL,Reports,YUMA,A,"Non-Transient, Non-Community",Groundwater,No,452,8,Open Order
CO0157200,IDARADO MINING COMPANY,Reports,SAN MIGUEL,I,Non-Public,Surface Water,No,0,6,No Recent Activity
CO0130055,IDLEDALE WSD,Reports,JEFFERSON,A,Community,Groundwater UDI Surface Water,No,350,137,Open Order
CO0325165,IDLEWILD CG,Reports,GRAND,A,"Transient, Non-Community",Groundwater,No,64,5,No Recent Activity
CO0146370,IDLEWILD ESTATES SUBD,Reports,OURAY,I,Non-Public,Purchased Surface Water,No,0,45,No Recent Activity
CO0134500,IGNACIO TOWN OF,Reports,LA PLATA,A,Community,Purchased Surface Water,No,800,397,No Recent Activity
CO0143378,IKIES MHP,Reports,MONTROSE,P,Non-Public,null,No,65,41,No Recent Activity
CO0138015,ILIFF TOWN OF,Reports,LOGAN,A,Community,Groundwater,No,328,160,No Recent Activity
CO0157250,ILIUM VALLEY WS,Reports,SAN MIGUEL,A,Community,Groundwater,No,322,74,No Recent Activity
CO0116554,INCORPORATED  WHEAT WATER,Reports,DENVER,I,Non-Public,Purchased Surface Water,No,0,164,No Recent Activity
CO0134470,INCORRECT PWSID,Reports,LA PLATA,I,Non-Public,null,No,1,1,No Recent Activity
CO0120384,INDEPENDENCE WSD,Reports,ELBERT,A,Community,Groundwater,No,567,259,No Recent Activity
CO0253120,INDIAN ARTS,Reports,RIO GRANDE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0318384,INDIAN CREEK CAMPGROUND,Reports,DOUGLAS,A,"Transient, Non-Community",Groundwater,No,158,7,No Recent Activity
CO0218510,INDIAN CREEK MARKET,Reports,DOUGLAS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0218384,INDIAN CREEK MARKET,Reports,DOUGLAS,I,Non-Public,null,No,0,null,No Recent Activity
CO0130060,INDIAN HILLS TC,Reports,JEFFERSON,I,Non-Public,Groundwater UDI Surface Water,No,10,24,No Recent Activity
CO0130065,INDIAN HILLS WD,Reports,JEFFERSON,A,Community,Groundwater UDI Surface Water,No,1300,380,No Recent Activity
CO0235385,INDIAN MEADOWS RESORT,Reports,LARIMER,I,Non-Public,Groundwater,No,0,12,No Recent Activity
CO0225327,INDIAN PEAKS MARINA,Reports,GRAND,A,"Transient, Non-Community",Groundwater,No,63,3,No Recent Activity
CO0207685,INDIAN PEAKS RESTRAUNT COTTAGE,Reports,BOULDER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0107606,INDIAN PEAKS SPRINGWATER,Reports,BOULDER,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0254366,INDIAN ROCK RANCH BED AND BREAKFAST,Reports,ROUTT,A,Non-Public,Groundwater,No,7,1,No Recent Activity
CO0134384,INDIAN SHADOW RANCH WS,Reports,LA PLATA,P,Non-Public,null,No,0,null,No Recent Activity
CO0222470,INDIAN SPRINGS RANCH,Reports,FREMONT,A,"Transient, Non-Community",Groundwater,No,57,31,No Recent Activity
CO0153450,INDIAN TRAILS WATER LLC,Reports,RIO GRANDE,A,Community,Groundwater,No,110,62,No Recent Activity
CO0202383,INN AT ZAPATA RANCH,Reports,ALAMOSA,A,Non-Public,Groundwater,No,15,2,No Recent Activity
CO0235386,INN OF GLEN HAVEN,Reports,LARIMER,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,37,1,No Recent Activity
CO0235266,INN ON FALL RIVER,Reports,LARIMER,I,"Transient, Non-Community",Groundwater,No,54,6,No Recent Activity
CO0130070,INSPIRATION VALLEY MHP,Reports,JEFFERSON,A,Community,Groundwater,No,250,143,No Recent Activity
CO0215384,INTERMOUNTAIN TRANSPORT,Reports,DELTA,I,Non-Public,null,No,0,null,No Recent Activity
CO0201015,INTERSTATE BRANDS CORP,Reports,ADAMS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0203012,INVERNESS WSD,Reports,ARAPAHOE,A,Community,Groundwater,No,8140,216,No Recent Activity
CO0308300,IRON CITY CG,Reports,CHAFFEE,A,"Transient, Non-Community",Groundwater,No,90,1,No Recent Activity
CO0141388,IRON CLAD MODULAR HOME PARK,Reports,MOFFAT,P,Non-Public,null,No,37,26,No Recent Activity
CO0221388,IRON SPRINGS,Reports,EL PASO,I,Non-Public,null,No,0,null,No Recent Activity
CO0201030,IRONDALE ELEMENTARY,Reports,ADAMS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0101090,IRONDALE MHP,Reports,ADAMS,I,Community,Groundwater,No,110,45,No Recent Activity
CO0226388,IRWIN LODGE,Reports,GUNNISON,I,Non-Public,Surface Water,No,0,1,No Recent Activity
CO0207138,ISLAMIC CENTER OF BOULDER,Reports,BOULDER,A,"Transient, Non-Community",Purchased Surface Water,No,157,1,No Recent Activity
CO0239390,ISLAND ACRES STATE REC  AREA,Reports,MESA,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0134389,ISLAND COVE PARK,Reports,LA PLATA,A,Community,Purchased Surface Water,No,143,57,No Recent Activity
CO0315390,ISLAND LAKE CG,Reports,DELTA,A,"Transient, Non-Community",Groundwater,No,73,1,No Recent Activity
CO0218400,J AND C PROPERTIES,Reports,DOUGLAS,P,Non-Public,null,No,0,null,No Recent Activity
CO0161327,J AND J MOBILE PARK,Reports,WASHINGTON,P,Community,null,No,32,13,No Recent Activity
CO0221470,J AND LPROPERTIES   NOT U S  TRUCK,Reports,EL PASO,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0220002,J BAR CC RANCH CAMP,Reports,ELBERT,A,"Transient, Non-Community",Groundwater,No,250,8,No Recent Activity
CO0204700,J BAR J CAMPGROUND,Reports,ARCHULETA,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0235424,J T  STONE AND ASSOC,Reports,LARIMER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0234420,JACK KEIFER INC   NEW MARKET D,Reports,LA PLATA,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0234436,JACK KIEFER  INC IGNACIO SHUR,Reports,LA PLATA,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0234412,JACK KIEFER INC   ALBERTSONS,Reports,LA PLATA,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0234414,JACK KIEFER INC   BAYFIELD,Reports,LA PLATA,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0234435,JACK KIEFER INC   CITY MRKT NO21,Reports,LA PLATA,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0234425,JACK KIEFER INC   CITY MRKT NO6,Reports,LA PLATA,I,Non-Public,Purchased Surface Water,No,0,10,No Recent Activity
CO0204650,JACK KIEFER INC   CM NO 38,Reports,ARCHULETA,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0204655,JACK KIEFER INC   CM NO 45,Reports,ARCHULETA,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0234415,JACK KIEFER INC   NATURAL FOOD,Reports,LA PLATA,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0242175,JACK KIEFER INC   PANDD GROCERY,Reports,MONTEZUMA,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0242165,JACK KIEFER INC  CITY MRKT NO8,Reports,MONTEZUMA,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0242167,JACK KIEFER INC  DOLORES FOOD,Reports,MONTEZUMA,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0234437,JACK KIEFER INC  MACS HERMOSA,Reports,LA PLATA,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0253355,JACK KIEFER INC  SKAFFS,Reports,RIO GRANDE,I,Non-Public,Purchased Surface Water,No,0,1,No Recent Activity
CO0335401,JACKS GULCH CG,Reports,LARIMER,A,Non-Public,Groundwater,No,4,1,No Recent Activity
CO0335402,JACKS GULCH CG NO 2,Reports,LARIMER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0318400,JACKSON CREEK CG,Reports,DOUGLAS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0207401,JACOBS CORNER,Reports,BOULDER,A,"Non-Transient, Non-Community",Groundwater UDI Surface Water,No,250,3,No Recent Activity
CO0207400,JAMESTOWN ELEM SCHOOL,Reports,BOULDER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0107401,JAMESTOWN TOWN OF,Reports,BOULDER,A,Community,Surface Water,No,280,105,No Recent Activity
CO0235843,JAMMER LOUNGE,Reports,LARIMER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0230035,JEFFCO CONF  AND NATURE CENTER,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0230402,JEFFCO ELK MEADOW STAGECOACH,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0230404,JEFFCO LAIR O THE BEAR PARK PA,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0230406,JEFFCO MATTHEWS WINTERS PARK,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0230408,JEFFCO MEYER RANCH PARK PA,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0230412,JEFFCO PINE VALLEY CLIVUS BSMT,Reports,JEFFERSON,I,"Transient, Non-Community",Groundwater UDI Surface Water,No,100,1,No Recent Activity
CO0230414,JEFFCO PINE VALLEY WEST,Reports,JEFFERSON,I,Non-Public,null,No,0,null,No Recent Activity
CO0230416,JEFFCO REYNOLDS PARK CG,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0230418,JEFFCO REYNOLDS PARK PA,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0230419,JEFFCO WHITE RANCH PA,Reports,JEFFERSON,I,Non-Public,null,No,0,1,No Recent Activity
CO0230420,JEFFCO WHITE RANCH SAWMILL CG,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,10,No Recent Activity
CO0230425,JEFFCO WHITE RANCH SOURDOUGH,Reports,JEFFERSON,I,"Transient, Non-Community",Groundwater,No,75,1,No Recent Activity
CO0230430,JEFFCO WHITE RANCH WEST PA,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0230034,JEFFERSON COUNTY AIRPORT,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0347390,JEFFERSON CREEK CG NORTH,Reports,PARK,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0347392,JEFFERSON CREEK CG SOUTH,Reports,PARK,A,"Transient, Non-Community",Groundwater,No,102,1,No Recent Activity
CO0247400,JEFFERSON DEPOT HUNGRY MOOSE CABOOSE,Reports,PARK,A,"Transient, Non-Community",Groundwater,No,52,1,No Recent Activity
CO0247405,JEFFERSON MARKET,Reports,PARK,I,"Transient, Non-Community",Groundwater,No,31,2,No Recent Activity
CO0235618,JELLYSTONE PARK OF ESTES PARK,Reports,LARIMER,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,423,89,No Recent Activity
CO0230450,JENNIFERS FOOD EXPERIENCE,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0125405,JERRYS MOBILE HOME PARK,Reports,GRAND,P,Non-Public,null,No,13,7,No Recent Activity
CO0234405,JETER WATER SYSTEM,Reports,LA PLATA,A,Non-Public,Groundwater,No,22,1,No Recent Activity
CO0252416,JML OUTFITTERS,Reports,RIO BLANCO,A,Non-Public,Groundwater,No,8,null,No Recent Activity
CO0206300,JOHN MARTIN RESEVOIR REC AREA,Reports,BENT,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0235416,JOHN TIMOTHY STONE CLIFFS ASSOC,Reports,LARIMER,A,"Transient, Non-Community",Purchased Surface Water,No,80,24,No Recent Activity
CO0260520,JOHN WESLEY RANCH,Reports,TELLER,A,Non-Public,Groundwater,No,10,1,No Recent Activity
CO0201417,JOHNSON AUTO PLAZA,Reports,ADAMS,A,"Non-Transient, Non-Community",Groundwater,No,247,5,No Recent Activity
CO0154400,JOHNSON RANCH,Reports,ROUTT,P,Non-Public,Groundwater,No,15,7,No Recent Activity
CO0102418,JOHNSON TRAILER PARK,Reports,ALAMOSA,A,Non-Public,null,No,24,11,Open Order
CO0208435,JOHNSON VILLAGE FOOD SHOP,Reports,CHAFFEE,A,"Transient, Non-Community",Groundwater,No,53,1,No Recent Activity
CO0162420,JOHNSTOWN MOBILE HOME PARK,Reports,WELD,P,Non-Public,null,No,68,26,No Recent Activity
CO0162418,JOHNSTOWN TOWN OF,Reports,WELD,A,Community,Surface Water,No,24725,6990,No Recent Activity
CO0103418,JOINT WATER PURIFICATION PLANT,Reports,ARAPAHOE,A,Community,Groundwater,No,0,1,No Recent Activity
CO0201039,JOSEPH T RYERSON AND SON  INC,Reports,ADAMS,A,"Non-Transient, Non-Community",Groundwater,No,44,1,No Recent Activity
CO0151250,JOSEPH WC,Reports,PUEBLO,I,Community,Groundwater,No,250,97,No Recent Activity
CO0218418,JOURNEY CHURCH,Reports,DOUGLAS,A,"Transient, Non-Community",Groundwater,No,626,1,No Recent Activity
CO0218037,JOY LUTHERAN CHURCH   DAY CARE,Reports,DOUGLAS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0255412,JOYFUL JOURNEY HOT SPRINGS AND SPA,Reports,SAGUACHE,A,"Transient, Non-Community",Groundwater,No,126,3,No Recent Activity
CO0138421,JR O'TOOLE PARK,Reports,LOGAN,P,Non-Public,null,No,8,8,No Recent Activity
CO0158001,JULESBURG TOWN OF,Reports,SEDGWICK,A,Community,Groundwater,No,1225,691,No Recent Activity
CO0339425,JUMBO CG,Reports,MESA,A,"Transient, Non-Community",Groundwater,No,75,1,No Recent Activity
CO0238426,JUMBO RESERVOIR WEST,Reports,LOGAN,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0258424,JUMBO RESIVOUR EAST,Reports,SEDGWICK,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0334400,JUNCTION CREEK CG,Reports,LA PLATA,A,"Transient, Non-Community",Groundwater,No,100,1,No Recent Activity
CO0230427,JUNIPER MOUNTAIN HOUSE,Reports,JEFFERSON,A,Non-Public,Groundwater,No,10,null,No Recent Activity
CO0221480,JUNIPER VALLEY RANCH,Reports,EL PASO,A,"Transient, Non-Community",Groundwater,No,72,2,No Recent Activity
CO0139434,KANNAH CREEK,Reports,MESA,A,Community,Surface Water,No,435,189,No Recent Activity
CO0139433,KANNAH CRK PURDY MESA FLOW  GJ,Reports,MESA,I,Non-Public,Surface Water,No,0,20,No Recent Activity
CO0201167,KARLS DAIRY COUNTRY STORE LLC,Reports,ADAMS,I,"Transient, Non-Community",null,No,273,1,No Recent Activity
CO0237002,KARVAL PUBLIC SCHOOL,Reports,LINCOLN,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0137012,KARVAL WATER USERS INC,Reports,LINCOLN,A,Community,Groundwater,No,102,35,No Recent Activity
CO0215025,KATE,Reports,DELTA,A,Non-Public,Groundwater,No,12,6,No Recent Activity
CO0221935,KATES COUNTRY CAFE,Reports,EL PASO,I,Non-Public,Groundwater,No,88,1,No Recent Activity
CO0259434,KAUPAS WATER,Reports,SUMMIT,A,Non-Public,Purchased Groundwater,No,8,1,No Recent Activity
CO0201010,KB WEST,Reports,ADAMS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0201031,KEARNEY JUNIOR HIGH SCHOOL,Reports,ADAMS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0226189,KEBLER CORNER,Reports,GUNNISON,A,"Transient, Non-Community",Groundwater,No,30,34,No Recent Activity
CO0162438,KEENESBURG TOWN OF,Reports,WELD,A,Community,Groundwater,No,4650,854,No Recent Activity
CO0121415,KEETON RANCH WATER,Reports,EL PASO,A,Community,Purchased Surface Water,No,70,10,No Recent Activity
CO0324438,KELLY DAHL CG,Reports,BOULDER,A,"Transient, Non-Community",Groundwater,No,368,11,No Recent Activity
CO0335438,KELLY FLATS CG,Reports,LARIMER,A,"Transient, Non-Community",Groundwater,No,240,1,No Recent Activity
CO0330425,KELSEY CG,Reports,JEFFERSON,A,"Transient, Non-Community",Groundwater,No,102,1,No Recent Activity
CO0130075,KEN CARYL WEST RANCH WD,Reports,JEFFERSON,A,Community,Groundwater,No,140,53,No Recent Activity
CO0103075,KEN CARYL WSD,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,12000,3742,No Recent Activity
CO0234438,KENNEBEC CAFE,Reports,LA PLATA,I,Non-Public,Groundwater UDI Surface Water,No,64,1,No Recent Activity
CO0235500,KENNEDY MOUNTAIN CAMPUS,Reports,LARIMER,A,"Transient, Non-Community",Groundwater,No,417,18,No Recent Activity
CO0347430,KENOSHA CG,Reports,PARK,A,"Transient, Non-Community",Groundwater,No,150,1,No Recent Activity
CO0262437,KERSEY MOBILE HOME PARK,Reports,WELD,I,Community,Purchased Surface Water,No,320,81,No Recent Activity
CO0162439,KERSEY WD,Reports,WELD,A,Community,Purchased Surface Water,No,2101,502,No Recent Activity
CO0223586,KESSLER CANYON RANCH,Reports,GARFIELD,A,Non-Public,Groundwater,No,14,2,No Recent Activity
CO0259438,KEYSTONE LA BONTES CABIN,Reports,SUMMIT,A,"Transient, Non-Community",Groundwater,No,972,2,No Recent Activity
CO0259039,KEYSTONE LODGE IV,Reports,SUMMIT,A,"Transient, Non-Community",Groundwater,No,2268,1,No Recent Activity
CO0159065,KEYSTONE RANCH,Reports,SUMMIT,A,Community,Groundwater,No,670,108,No Recent Activity
CO0259010,KEYSTONE RNCH GLFCRS,Reports,SUMMIT,I,Non-Public,null,No,0,1,No Recent Activity
CO0259015,KEYSTONE SKI TIP RANCH RSTNT,Reports,SUMMIT,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0259009,KEYSTONE SUMMIT LODGE,Reports,SUMMIT,A,"Transient, Non-Community",Surface Water,No,3241,2,No Recent Activity
CO0208443,KID GARDEN SCHOOL,Reports,CHAFFEE,P,Non-Public,null,No,0,null,No Recent Activity
CO0162443,KIDZ ARK INC NEW RAYMER FACILITY,Reports,WELD,I,Non-Public,Groundwater,No,6,3,No Recent Activity
CO0136400,KIM TOWN OF,Reports,LAS ANIMAS,A,Community,Groundwater,No,116,66,No Recent Activity
CO0101443,KIMBERLY HILLS MHP,Reports,ADAMS,A,Community,Purchased Surface Water,No,2005,687,No Recent Activity
CO0138443,KINDT KORT MOBILE HOME PARK,Reports,LOGAN,P,Community,Purchased Groundwater UDI Surface Water,No,26,13,No Recent Activity
CO0225185,KING MTN RANCH,Reports,GRAND,I,Non-Public,Groundwater,No,3,5,No Recent Activity
CO0210023,KING MURPHY ELEMENTARY,Reports,CLEAR CREEK,A,"Non-Transient, Non-Community",Groundwater,No,276,1,No Recent Activity
CO0230730,KING SOOPERS 087 FUEL,Reports,JEFFERSON,A,"Transient, Non-Community",Groundwater,No,50,1,No Recent Activity
CO0159070,KINGDOM PARK COURT,Reports,SUMMIT,A,Community,Groundwater,No,70,32,No Recent Activity
CO0123444,KINGS CROWN MHP,Reports,GARFIELD,P,Community,null,No,349,134,No Recent Activity
CO0123443,KINGS ROW HOA,Reports,GARFIELD,A,Community,Groundwater,No,100,48,No Recent Activity
CO0122443,KINGSWAY ESTATES,Reports,FREMONT,P,Community,null,No,73,28,No Recent Activity
CO0262444,KIOWA UNION SUNDAY SCHOOL AND DAY CMP,Reports,WELD,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0120015,KIOWA WATER AND WASTEWATER AUTHORITY,Reports,ELBERT,A,Community,Groundwater,No,910,324,No Recent Activity
CO0253443,KIPS GRILL,Reports,MINERAL,P,Non-Public,null,No,20,1,No Recent Activity
CO0263443,KIRK SUPERS STORE,Reports,YUMA,A,"Transient, Non-Community",Groundwater,No,70,1,No Recent Activity
CO0315395,KISER CREEK CG,Reports,DELTA,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0109011,KIT CARSON TOWN OF,Reports,CHEYENNE,A,Community,Groundwater,No,326,149,No Recent Activity
CO0221500,KITTY PASTEUR COMMUNITY CENTER,Reports,EL PASO,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0207443,KIWA KORRAL CAMP,Reports,BOULDER,A,Non-Public,Purchased Surface Water,No,70,1,No Recent Activity
CO0149218,KK WATER ASSOC,Reports,PITKIN,A,Community,Groundwater,No,70,19,No Recent Activity
CO0134515,KNOLLS AT DURANGO HOA,Reports,LA PLATA,A,Community,Groundwater,No,150,32,No Recent Activity
